Manhattan Distance,Straightline Distance,True Path Length
6,4.242640687119285,21
5,3.605551275463989,20
5,3.605551275463989,16
4,2.8284271247461903,14
4,2.8284271247461903,13
3,2.23606797749979,12
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,6
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,6
1,1.0,5
0,0.0,1
0,0.0,0
3,3.0,7
2,2.0,6
1,1.0,2
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
4,3.1622776601683795,11
3,3.0,10
3,3.0,8
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
5,4.123105625617661,22
4,3.1622776601683795,21
3,2.23606797749979,16
2,1.4142135623730951,7
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,6
1,1.0,5
0,0.0,1
0,0.0,0
2,1.4142135623730951,14
1,1.0,13
1,1.0,5
0,0.0,1
0,0.0,0
4,3.1622776601683795,11
4,3.1622776601683795,10
3,3.0,9
3,3.0,7
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
6,4.47213595499958,18
6,4.47213595499958,17
5,3.605551275463989,16
4,2.8284271247461903,13
3,2.23606797749979,8
2,2.0,5
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
6,4.47213595499958,15
6,4.47213595499958,14
5,4.123105625617661,13
4,4.0,10
4,4.0,9
3,3.0,8
2,2.0,5
1,1.0,2
0,0.0,1
0,0.0,0
3,3.0,12
2,2.0,11
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,1.4142135623730951,6
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,14
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
2,2.0,5
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,7
1,1.0,6
0,0.0,1
0,0.0,0
6,5.0990195135927845,15
5,4.123105625617661,14
4,3.1622776601683795,11
3,2.23606797749979,8
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
2,1.4142135623730951,7
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
3,2.23606797749979,14
3,2.23606797749979,13
2,2.0,12
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
2,1.4142135623730951,7
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
6,5.0990195135927845,25
5,4.123105625617661,24
5,4.123105625617661,22
4,4.0,21
4,4.0,14
3,3.0,10
2,2.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,12
2,1.4142135623730951,11
1,1.0,10
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,4
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
4,2.8284271247461903,12
4,2.8284271247461903,11
3,2.23606797749979,10
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,8
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,22
5,3.605551275463989,21
6,4.242640687119285,20
6,4.242640687119285,19
5,3.605551275463989,18
4,3.1622776601683795,15
3,3.0,11
3,3.0,8
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,14
1,1.0,13
1,1.0,5
0,0.0,1
0,0.0,0
3,2.23606797749979,14
2,1.4142135623730951,13
1,1.0,10
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,12
3,2.23606797749979,11
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
6,5.0990195135927845,27
5,4.123105625617661,26
4,3.1622776601683795,22
3,2.23606797749979,16
2,1.4142135623730951,12
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
4,2.8284271247461903,10
4,2.8284271247461903,9
3,2.23606797749979,8
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
4,3.1622776601683795,11
4,3.1622776601683795,10
3,3.0,9
3,3.0,7
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
4,3.1622776601683795,17
3,2.23606797749979,16
3,2.23606797749979,14
2,2.0,13
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
3,3.0,5
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
5,3.605551275463989,15
5,3.605551275463989,14
4,2.8284271247461903,13
3,2.23606797749979,12
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,1.4142135623730951,6
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
4,3.1622776601683795,13
3,2.23606797749979,12
3,2.23606797749979,10
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,10
1,1.0,9
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
4,3.1622776601683795,11
3,3.0,10
3,3.0,9
2,2.0,8
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
5,4.123105625617661,15
4,4.0,14
4,4.0,10
3,3.0,8
2,2.0,5
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,12
4,2.8284271247461903,11
3,2.23606797749979,7
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,16
2,1.4142135623730951,15
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,6
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,12
3,2.23606797749979,11
2,1.4142135623730951,10
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
3,3.0,13
3,3.0,12
2,2.0,11
1,1.0,8
0,0.0,1
0,0.0,0
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,3.0,10
2,2.0,9
1,1.0,2
0,0.0,1
0,0.0,0
6,5.0990195135927845,24
6,5.0990195135927845,23
5,5.0,22
6,5.0990195135927845,19
6,5.0990195135927845,18
5,4.123105625617661,17
4,3.1622776601683795,14
3,2.23606797749979,10
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
6,4.242640687119285,14
5,3.605551275463989,13
5,3.605551275463989,12
4,2.8284271247461903,11
4,2.8284271247461903,10
3,2.23606797749979,9
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,3.0,7
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
3,2.23606797749979,11
3,2.23606797749979,10
2,1.4142135623730951,9
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
7,5.385164807134504,28
6,4.47213595499958,27
5,3.605551275463989,22
4,2.8284271247461903,16
3,2.23606797749979,11
3,2.23606797749979,8
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
4,2.8284271247461903,12
4,2.8284271247461903,11
3,2.23606797749979,10
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
7,5.0,23
7,5.0,22
6,4.47213595499958,21
6,4.47213595499958,19
5,3.605551275463989,18
4,2.8284271247461903,15
4,2.8284271247461903,14
3,2.23606797749979,13
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
4,2.8284271247461903,14
3,2.23606797749979,13
2,2.0,10
2,2.0,5
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,13
2,1.4142135623730951,12
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
6,4.47213595499958,22
6,4.47213595499958,21
5,4.123105625617661,20
4,4.0,17
4,4.0,14
3,3.0,12
2,2.0,9
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
0,0.0,1
0,0.0,0
4,3.1622776601683795,15
4,3.1622776601683795,14
3,3.0,13
3,3.0,10
2,2.0,8
1,1.0,5
0,0.0,1
0,0.0,0
4,3.1622776601683795,16
4,3.1622776601683795,15
3,3.0,14
3,3.0,10
2,2.0,8
1,1.0,5
0,0.0,1
0,0.0,0
5,3.605551275463989,17
5,3.605551275463989,16
4,3.1622776601683795,15
3,3.0,12
3,3.0,9
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
5,3.605551275463989,13
5,3.605551275463989,12
4,2.8284271247461903,11
3,2.23606797749979,8
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,7
1,1.0,6
0,0.0,1
0,0.0,0
2,2.0,6
1,1.0,5
0,0.0,1
0,0.0,0
6,4.47213595499958,20
5,3.605551275463989,19
4,2.8284271247461903,11
4,2.8284271247461903,9
3,2.23606797749979,8
3,2.23606797749979,7
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
4,4.0,10
3,3.0,9
2,2.0,8
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,9
1,1.0,4
0,0.0,1
0,0.0,0
4,2.8284271247461903,12
3,2.23606797749979,11
3,2.23606797749979,10
2,1.4142135623730951,9
2,1.4142135623730951,6
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
6,5.0990195135927845,13
6,5.0990195135927845,12
5,5.0,11
5,5.0,9
4,4.0,8
3,3.0,5
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
3,2.23606797749979,12
2,1.4142135623730951,11
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
4,2.8284271247461903,14
4,2.8284271247461903,13
3,2.23606797749979,12
3,2.23606797749979,9
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
7,5.385164807134504,25
7,5.385164807134504,24
6,5.0990195135927845,23
5,5.0,20
5,5.0,17
4,4.0,15
3,3.0,14
2,2.0,11
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,1.4142135623730951,6
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,18
5,3.605551275463989,17
4,3.1622776601683795,16
4,3.1622776601683795,13
3,2.23606797749979,11
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,6
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,7
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
5,3.605551275463989,12
4,2.8284271247461903,11
3,2.23606797749979,8
2,2.0,5
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
6,4.47213595499958,18
5,4.123105625617661,17
5,4.123105625617661,15
4,3.1622776601683795,14
3,2.23606797749979,9
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
4,3.1622776601683795,11
3,3.0,10
3,3.0,9
2,2.0,8
1,1.0,5
0,0.0,1
0,0.0,0
7,5.385164807134504,23
7,5.385164807134504,22
6,5.0990195135927845,21
5,5.0,18
5,5.0,15
4,4.0,13
3,3.0,12
2,2.0,9
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,6
1,1.0,5
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
4,3.1622776601683795,11
3,2.23606797749979,10
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,13
3,2.23606797749979,12
2,2.0,11
2,2.0,5
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,9
3,2.23606797749979,7
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,15
4,2.8284271247461903,14
4,2.8284271247461903,12
3,2.23606797749979,11
2,2.0,8
2,2.0,4
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
6,4.242640687119285,17
6,4.242640687119285,16
5,3.605551275463989,15
5,3.605551275463989,13
4,2.8284271247461903,12
4,2.8284271247461903,11
3,2.23606797749979,10
3,2.23606797749979,8
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
4,4.0,13
3,3.0,12
2,2.0,7
1,1.0,5
0,0.0,1
0,0.0,0
3,3.0,9
3,3.0,8
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,12
2,1.4142135623730951,11
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
2,1.4142135623730951,7
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,8
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
3,2.23606797749979,9
3,2.23606797749979,8
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,8
1,1.0,7
0,0.0,1
0,0.0,0
3,2.23606797749979,8
3,2.23606797749979,7
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,10
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
4,3.1622776601683795,16
4,3.1622776601683795,15
3,2.23606797749979,14
2,1.4142135623730951,11
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,11
1,1.0,10
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,14
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
5,4.123105625617661,12
4,3.1622776601683795,11
3,2.23606797749979,9
3,2.23606797749979,8
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
0,0.0,1
0,0.0,0
7,5.385164807134504,24
6,4.47213595499958,23
6,4.47213595499958,17
5,4.123105625617661,14
4,4.0,12
4,4.0,8
3,3.0,6
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,10
1,1.0,9
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
5,3.605551275463989,20
4,2.8284271247461903,19
3,2.23606797749979,11
3,2.23606797749979,8
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,11
1,1.0,10
0,0.0,1
0,0.0,0
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
6,4.47213595499958,21
6,4.47213595499958,20
5,3.605551275463989,19
4,2.8284271247461903,16
3,2.23606797749979,10
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
6,5.0990195135927845,31
6,5.0990195135927845,30
5,5.0,29
6,5.0990195135927845,26
7,5.385164807134504,24
7,5.385164807134504,22
6,4.47213595499958,21
5,3.605551275463989,18
4,2.8284271247461903,13
3,2.23606797749979,12
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,10
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,8
1,1.0,7
0,0.0,1
0,0.0,0
4,3.1622776601683795,11
3,3.0,10
3,3.0,6
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
3,2.23606797749979,7
2,1.4142135623730951,6
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,15
1,1.0,6
0,0.0,1
0,0.0,0
3,2.23606797749979,7
3,2.23606797749979,6
2,2.0,5
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
5,4.123105625617661,16
5,4.123105625617661,15
4,4.0,14
4,4.0,12
3,3.0,11
2,2.0,8
1,1.0,4
0,0.0,1
0,0.0,0
3,3.0,12
2,2.0,11
1,1.0,9
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
3,2.23606797749979,11
3,2.23606797749979,9
2,2.0,8
2,2.0,5
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
4,3.1622776601683795,14
4,3.1622776601683795,13
3,3.0,12
3,3.0,10
2,2.0,9
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,12
3,2.23606797749979,11
2,1.4142135623730951,10
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
4,3.1622776601683795,19
3,2.23606797749979,18
2,1.4142135623730951,9
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,8
3,2.23606797749979,7
2,2.0,6
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,14
4,3.1622776601683795,13
4,3.1622776601683795,11
3,3.0,10
3,3.0,8
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
4,3.1622776601683795,21
3,2.23606797749979,20
2,1.4142135623730951,13
2,1.4142135623730951,9
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,9
3,2.23606797749979,8
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,8
3,2.23606797749979,7
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,9
3,2.23606797749979,8
2,2.0,7
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
2,2.0,11
1,1.0,10
0,0.0,1
0,0.0,0
6,4.47213595499958,24
5,3.605551275463989,23
4,2.8284271247461903,15
4,2.8284271247461903,14
3,2.23606797749979,13
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
3,2.23606797749979,12
2,1.4142135623730951,11
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
3,3.0,10
3,3.0,9
2,2.0,8
1,1.0,5
0,0.0,1
0,0.0,0
3,3.0,17
2,2.0,16
1,1.0,10
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
4,3.1622776601683795,12
4,3.1622776601683795,11
3,3.0,10
3,3.0,8
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,16
5,3.605551275463989,15
4,3.1622776601683795,14
3,3.0,11
3,3.0,8
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
6,4.47213595499958,13
5,4.123105625617661,12
5,4.123105625617661,10
4,3.1622776601683795,9
3,2.23606797749979,6
2,1.4142135623730951,5
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,20
5,3.605551275463989,19
4,2.8284271247461903,18
3,2.23606797749979,15
2,2.0,9
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
2,1.4142135623730951,5
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,12
2,2.0,11
2,2.0,5
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,9
2,1.4142135623730951,8
2,1.4142135623730951,7
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
6,5.0990195135927845,19
5,4.123105625617661,18
4,3.1622776601683795,17
3,2.23606797749979,12
2,1.4142135623730951,9
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
3,3.0,10
2,2.0,9
1,1.0,3
0,0.0,1
0,0.0,0
5,3.605551275463989,16
4,2.8284271247461903,15
3,2.23606797749979,11
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,13
1,1.0,12
1,1.0,5
0,0.0,1
0,0.0,0
4,2.8284271247461903,15
4,2.8284271247461903,14
3,2.23606797749979,13
3,2.23606797749979,7
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,13
3,2.23606797749979,12
2,1.4142135623730951,11
1,1.0,9
1,1.0,4
0,0.0,1
0,0.0,0
3,3.0,10
3,3.0,9
2,2.0,8
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
5,3.605551275463989,18
5,3.605551275463989,17
4,2.8284271247461903,16
3,2.23606797749979,13
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,14
2,2.0,13
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,10
3,2.23606797749979,9
3,2.23606797749979,7
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
4,3.1622776601683795,16
3,2.23606797749979,15
2,1.4142135623730951,10
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
5,4.123105625617661,24
5,4.123105625617661,23
4,4.0,22
5,4.123105625617661,19
5,4.123105625617661,18
4,3.1622776601683795,17
3,2.23606797749979,14
2,1.4142135623730951,10
1,1.0,9
1,1.0,4
0,0.0,1
0,0.0,0
2,1.4142135623730951,9
2,1.4142135623730951,8
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
2,2.0,11
1,1.0,10
0,0.0,1
0,0.0,0
4,3.1622776601683795,18
4,3.1622776601683795,17
3,3.0,16
3,3.0,11
2,2.0,8
1,1.0,5
0,0.0,1
0,0.0,0
2,1.4142135623730951,4
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,12
3,2.23606797749979,11
2,1.4142135623730951,10
2,1.4142135623730951,8
1,1.0,7
1,1.0,3
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
3,2.23606797749979,14
2,2.0,13
2,2.0,7
1,1.0,4
0,0.0,1
0,0.0,0
3,3.0,9
2,2.0,8
1,1.0,4
0,0.0,1
0,0.0,0
4,2.8284271247461903,14
4,2.8284271247461903,13
3,2.23606797749979,12
3,2.23606797749979,9
2,1.4142135623730951,7
1,1.0,4
1,1.0,2
0,0.0,1
0,0.0,0
5,3.605551275463989,12
4,2.8284271247461903,11
3,2.23606797749979,9
2,2.0,4
2,2.0,3
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,3
1,1.0,2
0,0.0,1
0,0.0,0
4,2.8284271247461903,13
4,2.8284271247461903,12
3,2.23606797749979,11
2,2.0,10
2,2.0,6
1,1.0,4
0,0.0,1
0,0.0,0
8,5.656854249492381,26
7,5.0,25
6,4.47213595499958,22
6,4.47213595499958,19
5,3.605551275463989,17
4,2.8284271247461903,14
3,2.23606797749979,9
2,2.0,6
2,2.0,4
1,1.0,3
0,0.0,1
0,0.0,0
3,3.0,11
2,2.0,10
1,1.0,6
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
2,2.0,7
1,1.0,6
0,0.0,1
0,0.0,0
4,3.1622776601683795,19
3,2.23606797749979,18
2,1.4142135623730951,15
1,1.0,13
1,1.0,5
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
1,1.0,2
0,0.0,1
0,0.0,0
5,5.0,21
4,4.0,20
3,3.0,16
2,2.0,12
1,1.0,7
0,0.0,1
0,0.0,0
5,3.605551275463989,17
5,3.605551275463989,16
4,2.8284271247461903,15
3,2.23606797749979,12
2,2.0,6
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
6,5.0990195135927845,27
5,4.123105625617661,26
5,4.123105625617661,18
4,4.0,14
4,4.0,12
3,3.0,11
2,2.0,6
1,1.0,3
0,0.0,1
0,0.0,0
4,2.8284271247461903,13
3,2.23606797749979,12
3,2.23606797749979,10
2,1.4142135623730951,9
1,1.0,6
1,1.0,3
0,0.0,1
0,0.0,0
5,4.123105625617661,18
5,4.123105625617661,17
4,4.0,16
4,4.0,11
3,3.0,8
2,2.0,5
1,1.0,4
0,0.0,1
0,0.0,0
6,4.47213595499958,19
6,4.47213595499958,18
5,4.123105625617661,17
4,4.0,14
4,4.0,11
3,3.0,9
